,Age,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Attractive,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Surprised,Threatening,Trustworthy,Unusual
BM-202,29.66666667,0.037037037,0.962962963,0,0.962962963,0.037037037,0,0,0,1.730769231,2.555555556,2.185185185,3.296296296,1.962962963,3.296296296,1.407407407,1.666666667,5.185185185,3.795918367,3.5,1.481481481,2.407407407,3.296296296,1.851851852
BM-203,27.34615385,0,1,0.038461538,0.961538462,0,0,0,0,2.384615385,2.615384615,3,2.346153846,2,3.76,1.384615385,2.076923077,5,3.914893617,2.923076923,1.692307692,2.692307692,3.307692308,2.038461538
BM-204,25.13793103,0,1,0,0.103448276,0.068965517,0.689655172,0.103448276,0.034482759,2.068965517,2.103448276,3.821428571,3.551724138,1.821428571,3.172413793,2.24137931,2.689655172,4.275862069,1.814814815,2.275862069,2.068965517,1.965517241,3.793103448,3.034482759
BM-205,27.56,0,1,0,1,0,0,0,0,1.375,1.52,3.24,2.44,1.4,3.416666667,1.2,3.36,5.2,4.4,1.72,1.44,1.92,3.4,2.04
BM-206,36.81481481,0,1,0.037037037,0.666666667,0.074074074,0.185185185,0,0.037037037,1.222222222,1.62962963,3.37037037,2.192307692,1.222222222,3.074074074,1.333333333,2.296296296,5.037037037,2.638297872,1.407407407,1.185185185,1.37037037,3.423076923,1.666666667
BM-207,23.92857143,0,1,0,0.964285714,0.035714286,0,0,0,1.714285714,2.037037037,2.892857143,2.892857143,1.571428571,2.851851852,1.333333333,2.75,4.357142857,3.902439024,1.814814815,1.75,2.428571429,3.607142857,2.214285714
BM-208,29.6,0,1,0,0.666666667,0.066666667,0.266666667,0,0,2.172413793,3.233333333,3.5,2.233333333,2.366666667,4.103448276,1.633333333,2.413793103,4.866666667,2.224489796,2.1,1.793103448,2.566666667,3.366666667,2.433333333
BM-209,36.46428571,0,1,0,0.785714286,0.035714286,0.142857143,0.035714286,0,2.642857143,2.074074074,2.714285714,2.178571429,2.107142857,3.071428571,1.607142857,2.214285714,4.703703704,3.086956522,3.074074074,1.607142857,2,3.607142857,2.392857143
BM-210,29.22580645,0,1,0,1,0,0,0,0,2.1,3.206896552,3.580645161,1.580645161,2.266666667,4.35483871,1.161290323,2.1,5.35483871,4.557692308,2.483870968,1.451612903,3.064516129,3.516129032,2.322580645
BM-211,31.51851852,0,1,0,0.740740741,0,0.259259259,0,0,1.814814815,2.814814815,2.692307692,2.185185185,2.407407407,3.481481481,1.925925926,1.851851852,4.851851852,2.829787234,2.703703704,1.62962963,2.814814815,3.37037037,2.461538462
BM-212,41.26086957,0,1,0,0.130434783,0.217391304,0.565217391,0.086956522,0,1.434782609,1.826086957,2.217391304,1.260869565,1.434782609,2.956521739,1.565217391,2.434782609,4.260869565,1.909090909,2,1.260869565,1.565217391,3.217391304,3.130434783
BM-213,40.36,0,1,0,1,0,0,0,0,1.75,3.32,2.08,1.96,2.8,3.04,1.4,1.92,4.8,3.782608696,2.56,1.64,3.44,2.708333333,2.6
BM-214,27.37037037,0,1,0,0.962962963,0,0.037037037,0,0,1.851851852,1.666666667,3.518518519,2.407407407,1.962962963,2.576923077,1.384615385,3.148148148,4.807692308,3.422222222,2.296296296,1.64,1.555555556,3.814814815,1.769230769
BM-215,22.42307692,0,1,0,0.961538462,0,0.038461538,0,0,1.72,2.153846154,4.115384615,2.72,1.5,3.538461538,1.346153846,2.615384615,5.269230769,4.142857143,2.12,1.346153846,2.423076923,3.461538462,2.384615385
BM-216,31.7037037,0.074074074,0.925925926,0,0.962962963,0.037037037,0,0,0,1.851851852,1.740740741,2.148148148,2.592592593,1.62962963,2.576923077,1.37037037,2.333333333,4.740740741,4.113636364,3.038461538,1.481481481,1.777777778,3.851851852,2.592592593
BM-217,24.65517241,0,1,0,0.965517241,0,0.034482759,0,0,1.482758621,1.275862069,2.857142857,2.24137931,1.172413793,2.75,1.448275862,3.551724138,4.931034483,3.274509804,1.551724138,1.275862069,1.310344828,4.137931034,3.357142857
BM-218,41,0,1,0,0.740740741,0,0.259259259,0,0,1.888888889,2.5,2.346153846,1.925925926,1.769230769,3.444444444,1.259259259,1.576923077,4.92,2.365853659,3.148148148,1.481481481,2.185185185,3.444444444,2.814814815
BM-219,24.22222222,0,1,0,0.111111111,0.185185185,0.703703704,0,0,2.222222222,2.148148148,2.111111111,2.62962963,1.884615385,2.185185185,2.038461538,1.037037037,3.259259259,1.6,3.666666667,1.111111111,2.444444444,2.407407407,3
BM-221,36.54166667,0,1,0,0.083333333,0.166666667,0.583333333,0.125,0.041666667,2.086956522,2.086956522,2.125,1.583333333,1.833333333,3.25,2.708333333,1.708333333,3.833333333,1.392156863,2.375,2.125,2.666666667,3.083333333,4.541666667
BM-222,35.8,0,1,0,0.379310345,0.344827586,0.275862069,0,0,1.766666667,2.066666667,2.766666667,2.620689655,2.266666667,3.333333333,1.9,3.3,4.75862069,1.69047619,2.1,2.1,2.1,3.666666667,2.3
BM-223,33.57142857,0,1,0,1,0,0,0,0,1.75,4.107142857,3,2.142857143,3,4.740740741,1.148148148,2.142857143,5.615384615,4.177777778,2.384615385,1.428571429,4.178571429,3.142857143,3.481481481
BM-224,36.48275862,0,1,0.034482759,0.586206897,0.103448276,0.275862069,0,0,1.517241379,3.931034483,2.448275862,1.551724138,2.344827586,4.655172414,1.103448276,1.703703704,5.535714286,2.78,2.482758621,1.344827586,3.689655172,2.620689655,2.517241379
BM-225,47.32142857,0,1,0,0.964285714,0,0.035714286,0,0,1.571428571,2.107142857,2.928571429,1.714285714,1.857142857,4.428571429,1.740740741,2.777777778,5.464285714,4.038461538,2.214285714,1.607142857,2.555555556,3.555555556,2.214285714
BM-226,21.77777778,0,1,0,1,0,0,0,0,2.259259259,2.185185185,2.740740741,2.666666667,1.923076923,2.5,1.555555556,1.730769231,4.518518519,2.918367347,2.592592593,1.740740741,2.333333333,3.37037037,2.37037037
BM-227,24.51851852,0,1,0,1,0,0,0,0,1.925925926,1.925925926,4.111111111,2.666666667,1.777777778,3.444444444,1.333333333,2.481481481,5.111111111,3.74,2.222222222,1.703703704,2,3.814814815,2.111111111
BM-228,38.76923077,0,1,0,0.692307692,0.115384615,0.192307692,0,0,1.653846154,1.730769231,4,1.5,1.653846154,4,1.24,3.038461538,5.384615385,2.729166667,1.576923077,1.5,2.423076923,3.64,1.961538462
BM-229,27.68965517,0,1,0,1,0,0,0,0,1.785714286,2.379310345,3.75862069,2.310344828,2.310344828,3.413793103,1.24137931,2.75862069,5.310344828,4.238095238,2.413793103,1.724137931,2.310344828,3.827586207,1.517241379
BM-230,37.57692308,0,1,0,0.64,0,0.32,0,0.04,1.84,3.884615385,2.423076923,1.615384615,2.269230769,4.461538462,1.115384615,1.615384615,5.653846154,2.304347826,2.653846154,1.5,3.923076923,2.730769231,2.153846154
BM-231,32.42307692,0.038461538,0.961538462,0,0.884615385,0,0.115384615,0,0,1.961538462,2.269230769,3.730769231,1.846153846,1.769230769,3.8,1.5,2.269230769,4.923076923,3.744680851,2.461538462,1.615384615,2.538461538,3.730769231,2.384615385
BM-232,31.32,0,1,0,0.96,0,0.04,0,0,1.44,2,3.16,1.32,1.32,3.2,1.2,1.708333333,4.84,3.577777778,1.84,1,1.96,3.2,2.24
BM-233,37.36,0,1,0,1,0,0,0,0,1.416666667,2.76,2.92,1.04,1.96,5,1.04,1.88,6,4.102040816,1.96,1.16,3.6,2.8,3.24
BM-234,36.07407407,0.037037037,0.962962963,0,0.074074074,0.444444444,0.296296296,0.037037037,0.148148148,1.407407407,1.666666667,4.576923077,2.259259259,1.62962963,4.185185185,1.111111111,4.148148148,5.703703704,1.354166667,1.518518519,1.666666667,2.111111111,3.444444444,2.888888889
BM-235,28.68965517,0,1,0,0.689655172,0.034482759,0.24137931,0.034482759,0,1.642857143,2.24137931,3.206896552,2.275862069,2,3.827586207,1.586206897,2.068965517,4.931034483,3.044444444,1.931034483,2.448275862,2.482758621,3.285714286,1.931034483
BM-236,38.35714286,0,1,0,1,0,0,0,0,1.851851852,1.5,3.607142857,1.928571429,2.107142857,4.142857143,1.535714286,3.925925926,5.464285714,4.189189189,2.071428571,1.962962963,1.857142857,4.214285714,2.107142857
BM-237,25.96153846,0,1,0,0.923076923,0,0.076923077,0,0,1.807692308,1.769230769,3.961538462,2.153846154,1.346153846,3.48,1.538461538,2.5,5.192307692,3.408163265,1.692307692,1.653846154,2.04,3.230769231,2.923076923
BM-238,24.48148148,0,1,0,0.925925926,0,0.074074074,0,0,2.037037037,3.111111111,2.407407407,2.444444444,2.538461538,3.423076923,1.62962963,1.925925926,4.407407407,2.863636364,3.111111111,1.518518519,3.111111111,2.925925926,3.481481481
BM-239,20.07692308,0,1,0,0.730769231,0.038461538,0.230769231,0,0,2.076923077,2.346153846,3.846153846,3.538461538,2.153846154,3.423076923,1.884615385,2.423076923,5.038461538,2.822222222,2.346153846,2.16,2.269230769,3.5,2.846153846
BM-240,24.66666667,0,1,0,1,0,0,0,0,1.777777778,1.962962963,4.074074074,2.333333333,1.923076923,3.222222222,1.259259259,3.296296296,5.32,4.086956522,1.888888889,1.777777778,2,3.962962963,1.814814815
BM-241,33.61538462,0,1,0,0.961538462,0.038461538,0,0,0,2,3.28,3.384615385,1.576923077,2.64,5.423076923,1.346153846,2.5,6.192307692,4.340425532,2.5,1.884615385,3.68,3.346153846,3.076923077
BM-242,31.52,0,1,0,1,0,0,0,0,1.307692308,2.423076923,3.307692308,1.576923077,1.615384615,3.884615385,1.5,2.615384615,5.32,3.568627451,2.307692308,1.423076923,2.076923077,3.307692308,2.115384615
BM-243,41.125,0,1,0,0.875,0,0.125,0,0,2.04,2.16,3.12,1.4,1.56,3.92,1.56,2.28,5.36,3.822222222,2.32,1.875,2.125,3.56,2.4
BM-244,46.58333333,0,1,0,0.956521739,0,0.043478261,0,0,1.76,2.4,3.04,1.56,2.041666667,4.12,1.24,2.12,5.84,3.893617021,2.12,1.565217391,2.08,4.04,2.04
BM-245,43.73913043,0,1,0,0.956521739,0,0,0,0.043478261,2.347826087,3,3.086956522,2.043478261,2.869565217,4.391304348,1.636363636,2.260869565,5.565217391,3.784313725,2.913043478,1.913043478,2.739130435,3.608695652,2.086956522
BM-246,27.20833333,0,1,0,0.958333333,0.041666667,0,0,0,2.583333333,3.041666667,3.5,3.083333333,2.260869565,3.625,1.47826087,2.166666667,5.291666667,3.5,2.666666667,2.291666667,2.956521739,3.869565217,2.208333333
BM-247,21.64,0,1,0,1,0,0,0,0,1.56,2.88,3.8,2.875,1.76,3.5,1.4,2.5,4.68,3.903846154,1.84,1.52,2.64,3.32,2.04
BM-248,20.38461538,0,1,0,0.692307692,0.038461538,0.269230769,0,0,1.56,2.923076923,4.346153846,3.884615385,2.115384615,3.653846154,2.153846154,2.230769231,4.5,2.6,2.115384615,1.653846154,2.56,3.08,2.115384615
BM-249,19.07407407,0,1,0,1,0,0,0,0,2.185185185,2,4.555555556,4.37037037,1.851851852,2.923076923,2.185185185,3.111111111,4.740740741,3.688888889,2.148148148,2.222222222,2,4.5,2.481481481
BM-250,34.93103448,0,1,0.034482759,0.965517241,0,0,0,0,1.379310345,1.517241379,3.517241379,1.827586207,1.517241379,3.724137931,1.448275862,2.689655172,5.107142857,3.404255319,1.285714286,1.206896552,1.689655172,3.620689655,1.75862069
BM-251,32.96551724,0,1,0,1,0,0,0,0,1.724137931,1.793103448,3.214285714,2.413793103,1.851851852,4.103448276,1.413793103,3.034482759,5.24137931,4.489361702,1.655172414,2.103448276,2.178571429,3.965517241,1.827586207
BM-252,37.11538462,0,1,0,0.961538462,0,0.038461538,0,0,1.461538462,1.615384615,2.615384615,2.307692308,1.923076923,3.192307692,1.384615385,2.576923077,4.769230769,3.523809524,2,1.769230769,2.24,3.64,2
BM-253,31.875,0.125,0.875,0,0.916666667,0,0.083333333,0,0,2.291666667,2.208333333,2.958333333,2.291666667,1.958333333,3.043478261,3.125,2.565217391,3.708333333,3.25,2.5,2.043478261,2.739130435,3,5.041666667
LF-200,28.79166667,1,0,0,0,0.375,0.458333333,0.041666667,0.125,2.25,1.791666667,4.583333333,2.125,1.875,2.333333333,5.083333333,2.363636364,1.541666667,2.444444444,2.333333333,2.083333333,1.416666667,3.826086957,2.125
LF-201,27.2,1,0,0.04,0,0.44,0.04,0.04,0.44,1.52,2.28,3.48,2.375,2.12,2.16,4.72,3.12,1.84,2.25,2.28,1.84,2.08,3.44,2.125
LF-202,29.85185185,1,0,0,0,0.481481481,0.148148148,0.037037037,0.333333333,1.592592593,2.346153846,2.777777778,2.62962963,1.888888889,2.62962963,4.269230769,2.538461538,1.777777778,2.511111111,2.259259259,1.703703704,2.111111111,3.37037037,2.111111111
LF-203,23.37037037,1,0,0.5,0,0.230769231,0.269230769,0,0,1.37037037,1.407407407,4.296296296,2.444444444,1.5,2.111111111,5.423076923,2.814814815,1.518518519,2.666666667,2.076923077,1.346153846,1.37037037,3.851851852,2.111111111
LF-204,32.14814815,1,0,0,0,0.888888889,0.037037037,0,0.074074074,1.703703704,2.962962963,3.185185185,2.296296296,2.851851852,2.307692308,4.481481481,1.269230769,1.777777778,3.222222222,2.740740741,1.148148148,2.148148148,3.185185185,2.111111111
LF-205,32,1,0,0.25,0,0.464285714,0.285714286,0,0,1.535714286,2.407407407,2.714285714,1.75,1.892857143,2.740740741,3.785714286,2.464285714,2.357142857,2.886363636,2.185185185,1.678571429,1.964285714,3.571428571,2.142857143
LF-206,26.23076923,1,0,0.076923077,0,0.307692308,0.192307692,0.038461538,0.384615385,1.8,3.076923077,4.153846154,2.076923077,2.846153846,2.884615385,4.24,1.8,1.88,2.155555556,2.64,1.423076923,2.884615385,2.923076923,2.346153846
LF-207,26.10714286,0.964285714,0.035714286,0,0.035714286,0.392857143,0.25,0.321428571,0,1.392857143,1.964285714,2.928571429,2.321428571,1.785714286,2.555555556,4.321428571,2.392857143,1.785714286,2.545454545,2,1.37037037,2.178571429,3.535714286,2.25
LF-208,24.64285714,1,0,0.035714286,0,0.607142857,0.035714286,0.107142857,0.214285714,2.178571429,2.178571429,3.571428571,1.928571429,2.357142857,2.178571429,4.714285714,2.25,1.75,2.777777778,2.214285714,1.464285714,1.964285714,3.444444444,2.357142857
LF-209,21.73076923,1,0,0,0,0.923076923,0.076923077,0,0,1.730769231,1.653846154,4.346153846,3.884615385,1.692307692,1.615384615,5,3,2.038461538,3.488888889,1.923076923,1.461538462,1.538461538,3.76,2.230769231
LF-210,24.80769231,1,0,0.038461538,0,0.423076923,0.076923077,0,0.461538462,1.923076923,2.615384615,3.307692308,2.076923077,2.423076923,2.769230769,4.653846154,2,2.076923077,2.155555556,2.769230769,1.615384615,2.423076923,3.423076923,2.192307692
LF-211,22.15384615,0.961538462,0.038461538,0.076923077,0,0.230769231,0.192307692,0,0.5,2.2,2.923076923,3.538461538,3.615384615,2.64,2.461538462,4.346153846,2.08,2,2.177777778,3.36,1.4,2.038461538,3.307692308,2.461538462
LF-212,26.66666667,1,0,0.111111111,0,0.814814815,0.037037037,0.037037037,0,1.703703704,2.740740741,3.777777778,1.851851852,1.730769231,2.703703704,5.037037037,1.925925926,1.307692308,3.477272727,2.185185185,1.5,1.888888889,3.518518519,1.592592593
LF-213,25.8,1,0,0.04,0,0.56,0.16,0.12,0.12,2.84,2.52,3.36,2.68,2.583333333,2.25,4.36,2.36,2.125,3.136363636,3.24,1.84,2.2,3.76,2.52
LF-214,29.375,1,0,0,0,1,0,0,0,1.47826087,2.833333333,3.666666667,1.708333333,2.291666667,3.083333333,4.791666667,1.869565217,1.791666667,4.088888889,1.826086957,1.458333333,2.208333333,3.458333333,1.625
LF-215,24.56666667,1,0,0,0.033333333,0.8,0.133333333,0,0.033333333,2.033333333,3,2.966666667,2.666666667,2.166666667,3.344827586,3.866666667,2.133333333,2.033333333,3.688888889,2.333333333,1.466666667,3,2.933333333,2.366666667
LF-216,24.72,1,0,0.04,0,0.68,0.12,0,0.16,1.88,2.68,2.52,2.6,2.541666667,3.04,3.8,1.76,2.12,3.333333333,2.56,1.458333333,2.4,3.04,1.76
LF-217,26.76666667,1,0,0,0,0.7,0.166666667,0,0.133333333,1.448275862,2.172413793,3.633333333,2.8,1.9,2.7,4.566666667,3.066666667,1.9,3.090909091,2.166666667,1.6,1.827586207,3.642857143,1.9
LF-218,25.9,1,0,0.033333333,0,0.466666667,0.233333333,0,0.266666667,1.733333333,4,2.75862069,1.517241379,2.866666667,3.233333333,3.033333333,1.5,2.233333333,2.666666667,2.433333333,1.3,2.8,2.666666667,2.366666667
LF-219,24.96153846,0.961538462,0.038461538,0.346153846,0,0.423076923,0.192307692,0,0.038461538,1.846153846,2.115384615,3.653846154,2.576923077,2.230769231,2.807692308,4.423076923,1.884615385,1.961538462,3.022222222,2.461538462,1.730769231,2.076923077,3.28,2.230769231
LF-220,22.16,1,0,0.04,0,0.84,0.04,0,0.08,1.72,1.652173913,2,2.72,1.72,2.12,3.76,2.68,2,3.266666667,1.92,1.64,1.56,3.92,2.25
LF-221,25.80769231,1,0,0,0,0.846153846,0.076923077,0.038461538,0.038461538,2.384615385,2.076923077,2.692307692,2.153846154,1.769230769,2,3.692307692,1.72,2.32,3.444444444,2.5,1.461538462,1.48,3.307692308,1.961538462
LF-222,27.53846154,1,0,0.038461538,0,0.615384615,0.192307692,0,0.153846154,1.653846154,2.384615385,3.653846154,2.038461538,2.038461538,3,4.64,1.846153846,1.807692308,2.8,2.461538462,1.538461538,1.961538462,3,1.730769231
LF-223,28.19230769,1,0,0.230769231,0,0.461538462,0.230769231,0,0.076923077,1.615384615,1.56,3.346153846,2.076923077,1.8,2.076923077,4.038461538,2.115384615,1.730769231,2.622222222,2.384615385,1.423076923,1.48,3.28,1.923076923
LF-224,32.26086957,1,0,0.086956522,0,0.52173913,0.217391304,0,0.173913043,1.782608696,2.565217391,3.913043478,1.956521739,2.391304348,2.818181818,4.772727273,2.304347826,2.043478261,2.644444444,2.086956522,1.956521739,2.173913043,3.434782609,1.565217391
LF-225,24.70833333,1,0,0,0,0.458333333,0.291666667,0,0.25,1.958333333,2.652173913,3.958333333,2.333333333,2,2.791666667,4.916666667,2.25,1.541666667,2.577777778,2.833333333,1.458333333,2.666666667,3.125,1.958333333
LF-226,25.38461538,1,0,0.038461538,0,0.769230769,0.076923077,0.038461538,0.076923077,1.615384615,3.230769231,3.5,1.961538462,1.923076923,3.04,4.307692308,1.615384615,1.56,2.840909091,2,1.538461538,2.384615385,2.807692308,1.846153846
LF-227,21.44444444,1,0,0.037037037,0,0.555555556,0.296296296,0.074074074,0.037037037,1.666666667,2,2.923076923,2.592592593,1.925925926,2.333333333,4.296296296,2.37037037,1.961538462,2.466666667,2.111111111,1.481481481,1.666666667,3.192307692,2.074074074
LF-228,24.5862069,1,0,0.24137931,0,0.448275862,0.275862069,0.034482759,0,1.862068966,1.785714286,2.965517241,2.24137931,1.896551724,1.724137931,3.793103448,2.310344828,1.689655172,2.772727273,2.137931034,1.392857143,1.448275862,3.103448276,1.892857143
LF-229,25.86956522,0.913043478,0.086956522,0,0,0.434782609,0.304347826,0,0.260869565,1.608695652,2.043478261,3.739130435,2.260869565,1.782608696,2.391304348,4.347826087,2.826086957,1.739130435,2.888888889,2.173913043,1.608695652,1.608695652,3.772727273,1.454545455
LF-230,24.7037037,1,0,0.037037037,0,0.037037037,0.037037037,0,0.888888889,1.814814815,1.62962963,3.807692308,3.037037037,1.461538462,1.62962963,4.851851852,4.111111111,1.703703704,1.377777778,1.807692308,1.962962963,1.962962963,3.730769231,2.148148148
LF-231,30.34615385,1,0,0.076923077,0,0.769230769,0.115384615,0.038461538,0,1.88,2.307692308,2.807692308,1.846153846,2.153846154,2.76,4.038461538,2.5,2.076923077,3.844444444,2.6,2,2.230769231,3.16,2.5
LF-232,25.23076923,1,0,0.538461538,0,0.307692308,0.076923077,0.076923077,0,1.5,1.538461538,3.730769231,2.615384615,1.5,2.08,4.615384615,3.346153846,1.653846154,2.822222222,1.653846154,1.384615385,1.5,3.807692308,2.192307692
LF-233,47.92,1,0,0,0,0.16,0,0,0.84,1.88,2.12,2.72,1.64,2.16,2.24,4.6,2.64,1.68,1.755555556,2.44,1.84,1.6,3.4,1.92
LF-234,26.11538462,0.961538462,0.038461538,0.423076923,0,0.5,0.076923077,0,0,2.192307692,2.5,2.88,2.076923077,2.04,2,4.2,1.64,2.076923077,2.422222222,3.038461538,1.346153846,1.84,3.423076923,2.576923077
LF-235,24.73076923,1,0,0.115384615,0,0.538461538,0.307692308,0,0.038461538,1.846153846,2.038461538,4.269230769,2.076923077,2.423076923,2.2,5.461538462,1.923076923,1.192307692,3.133333333,2.692307692,1.166666667,1.461538462,3.615384615,1.615384615
LF-236,24.32,1,0,0.08,0,0.32,0.52,0.08,0,1.64,1.88,2.72,2.782608696,1.8,2.916666667,3.48,2.48,2.44,2.933333333,2.52,1.48,2,3.8,2.16
LF-237,30.28571429,1,0,0,0,0.357142857,0.142857143,0,0.5,1.535714286,2.333333333,3.076923077,1.714285714,1.592592593,3.071428571,4.428571429,2.25,2.392857143,2.244444444,2.178571429,1.392857143,1.892857143,3.464285714,1.814814815
LF-238,42.33333333,1,0,0,0,0.733333333,0,0,0.266666667,1.933333333,1.9,3.034482759,1.827586207,1.533333333,2.633333333,4.535714286,2.9,1.766666667,3.244444444,2,1.6,1.566666667,3.766666667,1.633333333
LF-239,27.06451613,1,0,0.096774194,0,0.677419355,0.225806452,0,0,1.64516129,2.166666667,3.806451613,2.266666667,1.967741935,2.774193548,4.833333333,2.774193548,1.806451613,3.177777778,2.233333333,1.709677419,2.032258065,3.612903226,2.096774194
LF-240,43.17241379,1,0,0.034482759,0,0.655172414,0.068965517,0.103448276,0.137931034,2.068965517,2.034482759,3.142857143,2.068965517,2.137931034,2.724137931,4.310344828,2.206896552,1.931034483,2.755555556,3.034482759,1.827586207,2.068965517,3.75862069,2.034482759
LF-241,29.85185185,1,0,0,0.111111111,0.37037037,0.518518519,0,0,1.962962963,2.592592593,4.481481481,1.925925926,1.666666667,3.444444444,5.296296296,2.62962963,1.814814815,3.577777778,2.481481481,1.62962963,2.037037037,3.962962963,3
LF-242,23.22222222,1,0,0.074074074,0,0.666666667,0.259259259,0,0,1.777777778,2.037037037,4.461538462,3.230769231,1.740740741,2.259259259,5.185185185,2.185185185,1.444444444,3.533333333,2.481481481,1.407407407,1.333333333,3.692307692,1.555555556
LF-243,24.73076923,1,0,0.076923077,0,0.307692308,0.423076923,0.038461538,0.153846154,1.653846154,2.076923077,4.769230769,2.52,2.115384615,2.615384615,5.384615385,2.769230769,1.56,2.311111111,2.230769231,1.384615385,2,3.346153846,2.384615385
LF-244,24.61538462,1,0,0.192307692,0.038461538,0.5,0.192307692,0.076923077,0,1.653846154,2.038461538,3.538461538,2.884615385,1.923076923,2.230769231,4.6,2.08,1.884615385,3.622222222,2.653846154,1.346153846,1.423076923,3.461538462,2.192307692
LF-245,32.79310345,0.965517241,0.034482759,0.034482759,0.034482759,0.689655172,0.24137931,0,0,1.586206897,1.931034483,3.892857143,1.931034483,1.793103448,2.172413793,4.862068966,3.586206897,1.862068966,3.266666667,2.137931034,1.965517241,1.931034483,3.75862069,1.965517241
LF-246,30.88888889,1,0,0.037037037,0,0.592592593,0.074074074,0,0.296296296,2,1.851851852,3.269230769,1.555555556,2,2.518518519,4.851851852,2.962962963,1.777777778,2.644444444,1.851851852,1.962962963,2.307692308,3.185185185,2.653846154
LF-247,29.40740741,1,0,0.035714286,0,0.285714286,0.071428571,0,0.607142857,1.642857143,2.321428571,2.607142857,1.75,1.785714286,3.285714286,3.37037037,1.928571429,2.857142857,1.955555556,2.071428571,1.666666667,2.071428571,3.142857143,1.928571429
LF-248,31.95833333,1,0,0,0,0.208333333,0.083333333,0.041666667,0.666666667,2.130434783,2.125,3.5,1.458333333,2,2.652173913,4.708333333,1.666666667,2,2,3.416666667,1.416666667,1.5,3.208333333,1.75
LF-249,28.51724138,1,0,0.068965517,0,0.551724138,0.137931034,0.068965517,0.172413793,1.586206897,1.285714286,5.24137931,2.172413793,1.482758621,2.206896552,5.896551724,3.862068966,1.214285714,2.755555556,1.75862069,1.379310345,1.517241379,4.310344828,2.137931034
LF-250,28.7037037,1,0,0.115384615,0,0.5,0.307692308,0.038461538,0.038461538,2.111111111,2.807692308,3.444444444,1.962962963,2.444444444,2.888888889,4.740740741,1.851851852,1.961538462,2.911111111,2.653846154,1.888888889,2.555555556,2.703703704,2.592592593
LF-251,29.85185185,1,0,0.074074074,0,0.703703704,0.148148148,0.074074074,0,1.37037037,1.37037037,3.074074074,1.962962963,1.259259259,1.666666667,4.814814815,3.037037037,1.185185185,3.6,1.481481481,1.481481481,1.222222222,3.62962963,1.444444444
LF-252,28.22222222,0.962962963,0.037037037,0,0,0.851851852,0.074074074,0.037037037,0.037037037,1.888888889,1.666666667,3.148148148,1.888888889,1.666666667,2.777777778,4.37037037,2.777777778,2.259259259,3.355555556,2.222222222,1.703703704,2,3.148148148,1.777777778
LF-253,27.46153846,1,0,0.076923077,0.115384615,0.461538462,0.346153846,0,0,2.038461538,3.230769231,2.346153846,1.807692308,2.538461538,2.730769231,4.038461538,1.32,2.153846154,2.711111111,3.56,1.307692308,2.384615385,3.269230769,2.961538462
LF-254,22.125,1,0,0,0,0.75,0.041666667,0.041666667,0.166666667,2.208333333,3.041666667,3.541666667,2.25,2.695652174,2.875,5.041666667,1.5,1.791666667,3.386363636,2.875,2.043478261,2.25,2.958333333,2.458333333
LF-255,25.23076923,1,0,0,0,0.846153846,0.115384615,0,0.038461538,1.769230769,2.884615385,4.269230769,1.961538462,2.5,3,4.730769231,1.692307692,1.5,4.046511628,2.307692308,1.52,2.5,3.384615385,2.615384615
LM-200,25.93103448,0,1,0,0,0.068965517,0.137931034,0,0.793103448,1.482758621,1.333333333,2.607142857,2.344827586,1.344827586,2.034482759,1.666666667,2.965517241,3.482758621,1.533333333,1.482758621,1.310344828,1.428571429,3.464285714,2.344827586
LM-201,31.17857143,0,1,0.035714286,0,0.071428571,0.035714286,0.071428571,0.785714286,1.740740741,1.285714286,4.607142857,2.571428571,1.178571429,3.5,1.5,4.178571429,5.111111111,1.533333333,1.333333333,1.821428571,1.535714286,4.571428571,2.035714286
LM-202,35.19230769,0,1,0,0.230769231,0.538461538,0.192307692,0.038461538,0,1.76,3.75,2.192307692,1.423076923,2.423076923,4.36,1.269230769,1.5,4.84,2.977777778,3.16,2,3.461538462,2.48,2.5
LM-203,44.09090909,0,1,0,0,0.272727273,0.272727273,0,0.454545455,1.727272727,3.181818182,2.090909091,1.818181818,2.454545455,3.090909091,1.954545455,1.818181818,4.227272727,2.733333333,2.5,1.409090909,3,2.454545455,2.227272727
LM-204,40.06896552,0,1,0,0,0.034482759,0,0,0.965517241,1.793103448,2.586206897,2.793103448,1.689655172,2.464285714,4.25,1.379310345,2.928571429,5.413793103,1.244444444,2.275862069,1.678571429,3.034482759,3.24137931,2
LM-206,22.70833333,0,1,0.041666667,0,0.458333333,0.208333333,0,0.291666667,1.625,3.291666667,2.166666667,2.041666667,2.041666667,3.869565217,1.125,1.833333333,5.166666667,2.644444444,1.791666667,1.416666667,2.916666667,2.708333333,1.625
LM-207,20.5,0,1,0.033333333,0,0.7,0.133333333,0,0.133333333,1.965517241,2.034482759,3.1,3.4,1.433333333,2.4,1.4,2.466666667,3.896551724,3.111111111,2.448275862,1.633333333,1.517241379,3.433333333,1.733333333
LM-208,25.14285714,0,1,0,0,0,0,0,1,2.571428571,2.464285714,2.857142857,2.535714286,2.5,2.392857143,1.666666667,1.785714286,3.892857143,1.022222222,2.607142857,1.75,2.428571429,3.25,3.464285714
