,Race,Gender,Age,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Luminance_median
BF-255,B,F,32.19230769,26,1,0,0,0.615384615,0.038461538,0.346153846,0,0,2.038461538,1.846153846,2.038461538,1.730769231,2.307692308,4.538461538,2.423076923,2.076923077,2.105263158,2.846153846,.,1.84,1.807692308,3.615384615,2.423076923,142
BM-001,B,M,26.08510638,94,0,1,0,1,0,0,0,0,2.913978495,3.223404255,2.170212766,2.159574468,3.230769231,1.404255319,1.893617021,5.25,3.909090909,2.510638298,3.923076923076923,2.393617021,3.23655914,3.063829787,2.478723404,82
BM-002,B,M,25.10638298,94,0,1,0,0.989361702,0.010638298,0,0,0,1.79787234,2.032608696,2.542553191,1.829787234,3.703703704,2.042553191,3.163043478,4.968085106,3.615384615,2.010638298,4.615384615384615,1.819148936,2.234042553,3.617021277,2.436170213,89.5
BM-003,B,M,23.81318681,91,0.010989011,0.989010989,0.010989011,0.978021978,0.010989011,0,0,0,2.153846154,4.032967033,2.769230769,3.10989011,4.2,1.263736264,1.566666667,5.373626374,3.647058824,3.4,3.6923076923076925,1.604395604,3.692307692,2.813186813,2.714285714,96.5
BM-004,B,M,35.09160305,131,0.007633588,0.992366412,0.038167939,0.198473282,0.099236641,0.396946565,0.251908397,0.015267176,1.9453125,2.2,2.348837209,1.992307692,2.6953125,1.596899225,2.5234375,4.1,1.772727273,1.80620155,.,2.348837209,2.307086614,3.178294574,2.823076923,115.5
BM-005,B,M,25.20652174,92,0.010869565,0.989130435,0,0.989130435,0,0,0.010869565,0,3.076086957,2.043956044,2.913043478,2.233333333,2.846153846,1.630434783,1.934065934,4.77173913,4.083333333,4.336956522,4.346153846153846,1.923913043,2.163043478,3.315217391,2.032608696,79.5
BM-009,B,M,18.47959184,97,0,1,0.010309278,0.917525773,0.030927835,0.020618557,0.020618557,0,2.224489796,2.742268041,3.489795918,2.387755102,2.535714286,1.612244898,1.979591837,4.408163265,3.270833333,3.06122449,4.12,1.806122449,2.418367347,3.102040816,2,103
BM-010,B,M,22.26595745,94,0,1,0.010638298,0.936170213,0.042553191,0,0.010638298,0,1.840425532,2.225806452,2.563829787,1.765957447,4.12,1.521276596,2.776595745,4.808510638,3.54,2.106382979,4.384615384615385,1.638297872,2.35106383,3.627659574,2.393617021,89
BM-011,B,M,29.02173913,92,0,1,0,0.97826087,0,0,0.010869565,0.010869565,2.131868132,3.186813187,1.97826087,2.77173913,3.88,1.793478261,2.326086957,4.913043478,3.680851064,2.565217391,3.76,1.989130435,3.119565217,3.263736264,2.608695652,73
BM-012,B,M,36.21428571,28,0,1,0,0.392857143,0.107142857,0.428571429,0.071428571,0,1.607142857,1.571428571,2.678571429,1.642857143,2.964285714,1.407407407,2.642857143,4.296296296,1.815789474,2.178571429,.,1.392857143,1.678571429,3.75,2,135
BM-013,B,M,22.97752809,89,0.011235955,0.988764045,0.011235955,0.887640449,0.02247191,0.02247191,0.056179775,0,2.157303371,2.02247191,3.590909091,1.741573034,2.92,2,2.775280899,4.426966292,3.418604651,2.539325843,3.12,1.887640449,1.921348315,3.550561798,3.078651685,82.5
BM-015,B,M,27.86021505,93,0,1,0,0.913978495,0.032258065,0.021505376,0.032258065,0,2.150537634,3.52688172,1.989247312,2.870967742,2.807692308,1.505376344,1.677419355,4.88172043,2.869565217,2.978494624,3.8076923076923075,1.663043478,2.946236559,2.88172043,3,103.5
BM-016,B,M,24.72043011,92,0,1,0.032608696,0.554347826,0.184782609,0.065217391,0.152173913,0.010869565,1.923076923,2.538461538,2.333333333,2.384615385,3.148148148,1.6,2.582417582,4.824175824,2.217391304,2.538461538,3.4615384615384617,1.747252747,2.477777778,3.483516484,3.021978022,111.5
BM-017,B,M,32.8172043,92,0,1,0,0.836956522,0.054347826,0.032608696,0.065217391,0.010869565,2.758241758,3.076923077,2.065934066,2.824175824,3.5,1.901098901,2.241758242,4.966666667,3.4,3.142857143,3.730769230769231,2.076923077,3.088888889,3.285714286,2.681318681,85
BM-018,B,M,28.79591837,98,0,1,0,0.683673469,0.214285714,0.030612245,0.071428571,0,2.153061224,2.907216495,2.020408163,2.367346939,3.806451613,1.489795918,1.948979592,5.216494845,2.894736842,3.275510204,3.730769230769231,1.653061224,2.653061224,3.275510204,2.418367347,90.5
BM-019,B,M,21.61363636,88,0.011494253,0.988505747,0,0.988636364,0,0,0.011363636,0,1.681818182,1.613636364,2.897727273,1.579545455,2.68,1.693181818,3.522727273,4.920454545,4.152173913,1.943181818,4.461538461538462,1.602272727,2.011363636,3.988636364,2.193181818,68
BM-020,B,M,35.29069767,86,0,1,0.023255814,0.918604651,0.011627907,0.011627907,0.034883721,0,2.166666667,2.104651163,1.965116279,1.872093023,2.416666667,1.639534884,2.73255814,4.744186047,3.152173913,2.858823529,3.4615384615384617,1.729411765,1.988372093,3.779069767,2.558139535,84
BM-021,B,M,36.88947368,95,0,1,0,0.978947368,0.010526316,0,0.010526316,0,2.11827957,1.957446809,2.659574468,1.808510638,2.714285714,1.755319149,3.063829787,4.784946237,4.136363636,2.819148936,4.461538461538462,1.79787234,2.042553191,3.872340426,2.287234043,75.5
BM-022,B,M,33.10989011,91,0,1,0,1,0,0,0,0,2.111111111,2.411111111,1.89010989,2.087912088,4.074074074,1.692307692,2.406593407,5.1,3.795918367,2.736263736,4.3076923076923075,1.879120879,2.472527473,3.747252747,2.318681319,91.5
BM-023,B,M,23.17021277,94,0.063829787,0.936170213,0,0.978723404,0,0.010638298,0,0.010638298,2.709677419,2.752688172,2.225806452,2.52173913,2.230769231,2.204301075,1.956989247,4.043010753,3.70212766,3.258064516,3.5384615384615383,2.258064516,2.655913978,2.817204301,3.161290323,100
BM-024,B,M,21.64583333,96,0.010416667,0.989583333,0,0.625,0.135416667,0.104166667,0.125,0.010416667,2.197916667,2.427083333,2.864583333,2.3125,2.785714286,2.322916667,2.34375,4.197916667,2.14893617,2.822916667,3.16,1.9375,2.375,3.463157895,3.15625,121.5
BM-025,B,M,37.61979167,96,0.010638298,0.989361702,0,0.979166667,0.010416667,0,0.010416667,0,1.849462366,3.440860215,1.408602151,2.967741935,4.448275862,1.365591398,1.838709677,5.423913043,4.125,2.945652174,3.8076923076923075,1.641304348,3.247311828,2.913978495,3.064516129,67.5
BM-026,B,M,26.98924731,93,0,1,0,0.967741935,0.021505376,0,0.010752688,0,1.666666667,2.673913043,2.282608696,2.204301075,3.724137931,1.456521739,2.77173913,5.5,3.770833333,2.301075269,4.653846153846154,1.741935484,2.516129032,3.666666667,2.064516129,79
BM-027,B,M,24.14814815,27,0,1,0.037037037,0.037037037,0.259259259,0.37037037,0.296296296,0,1.444444444,1.423076923,2.740740741,1.407407407,2.555555556,1.666666667,3.333333333,4.62962963,1.530612245,1.407407407,.,1.555555556,1.555555556,3.703703704,2.37037037,128
BM-028,B,M,24.36170213,94,0.010638298,0.989361702,0.021276596,0.882978723,0,0.021276596,0.074468085,0,1.731182796,2.268817204,3.107526882,2.043010753,2.703703704,2,2.311827957,4.623655914,3.314814815,2.591397849,3.769230769230769,1.688172043,2.11827957,3.569892473,2.784946237,77
BM-029,B,M,29.84615385,91,0,1,0,0.978021978,0,0,0.021978022,0,2.066666667,2.076923077,2.211111111,1.855555556,3.214285714,1.681318681,3.054945055,4.922222222,4.041666667,2.351648352,4.038461538461538,2,2.285714286,3.538461538,2.644444444,57.5
BM-030,B,M,25.26041667,96,0.010416667,0.989583333,0.020833333,0.833333333,0.09375,0.020833333,0.03125,0,1.64516129,1.741935484,2.978723404,1.617021277,2.384615385,1.744680851,3.989361702,5.010638298,3.270833333,1.808510638,3.6923076923076925,1.882978723,2.159574468,3.808510638,2.70212766,82
BM-031,B,M,23.26966292,88,0.02247191,0.97752809,0.022727273,0.193181818,0.534090909,0.147727273,0.102272727,0,2.193181818,2.741573034,2.561797753,2.329545455,3.148148148,1.831460674,2.534090909,4.93258427,1.942307692,2.707865169,2.8846153846153846,1.853932584,2.471910112,3.629213483,2.674157303,109
BM-032,B,M,34.54494382,88,0,1,0,0.988636364,0.011363636,0,0,0,1.793103448,2.397727273,1.988636364,2.011363636,3.304347826,1.715909091,3.022727273,5.238636364,3.666666667,2.215909091,4.423076923076923,1.977272727,2.397727273,3.659090909,2.215909091,71.5
BM-033,B,M,39.05154639,97,0,1,0,0.927835052,0.051546392,0.010309278,0.010309278,0,2.159574468,2.741935484,2.29787234,2.265957447,3.666666667,1.404255319,2.505376344,5.204301075,4.023809524,2.655913978,4.384615384615385,1.893617021,2.537634409,3.563829787,2.138297872,84
BM-034,B,M,40.60989011,91,0.021978022,0.978021978,0,0.956043956,0.010989011,0.010989011,0.021978022,0,2.322222222,2.370786517,2.266666667,2.177777778,3.888888889,1.7,2.755555556,5.122222222,4.035714286,2.707865169,4.115384615384615,1.766666667,2.311111111,3.744444444,2.088888889,77.5
BM-036,B,M,20.86206897,86,0.023255814,0.976744186,0,1,0,0,0,0,1.860465116,1.965116279,3.166666667,1.952941176,3.217391304,1.848837209,2.941860465,5,3.951219512,2.317647059,4,1.651162791,2.093023256,3.697674419,2.546511628,73
BM-037,B,M,20.88888889,90,0,1,0,0.966666667,0.022222222,0,0,0.011111111,2.411111111,2.322222222,2.933333333,2.055555556,2.88,1.755555556,2.382022472,5.066666667,4,3.488888889,4.48,1.877777778,2.355555556,3.488888889,2.266666667,80
BM-038,B,M,35.37078652,89,0.02247191,0.97752809,0,0.97752809,0,0,0.011235955,0.011235955,2.375,3.034090909,1.954545455,2.482758621,4,1.568181818,2.195402299,5.333333333,3.902439024,3.127906977,3.8,1.818181818,3.136363636,3.215909091,3.386363636,89
BM-039,B,M,24.8311828,93,0,1,0,0.989247312,0,0,0.010752688,0,1.934065934,2.322222222,2.450549451,1.888888889,3.730769231,1.56043956,2.681318681,5.362637363,4.413043478,2.274725275,4.48,1.758241758,2.43956044,3.593406593,2.142857143,79
BM-040,B,M,26.95238095,83,0.011904762,0.988095238,0,0.939759036,0,0.012048193,0.036144578,0.012048193,2.192771084,2.120481928,3.686746988,2.084337349,3.181818182,2.144578313,2.506024096,4.457831325,3.784313725,2.890243902,3.8461538461538463,1.975903614,2.21686747,3.710843373,2.710843373,89
BM-041,B,M,30.42352941,85,0,1,0,0.964705882,0.011764706,0.011764706,0.011764706,0,2.142857143,1.880952381,2.095238095,1.785714286,3,1.571428571,2.607142857,5.21686747,3.782608696,2.845238095,4.346153846153846,1.666666667,1.94047619,3.69047619,2.25,81.5
BM-043,B,M,24.71910112,89,0,1,0,0.93258427,0.033707865,0.033707865,0,0,1.67816092,1.625,2.747126437,1.431818182,3.708333333,1.67816092,3.363636364,5.704545455,3.897435897,2.147727273,4.538461538461538,1.590909091,1.784090909,4.170454545,2.306818182,102
BM-044,B,M,36.63043478,92,0,1,0.097826087,0.076086957,0.369565217,0.065217391,0.358695652,0.032608696,2.868131868,1.934065934,2.120879121,1.846153846,2.413793103,1.483516484,2.377777778,4.56043956,1.630434783,2.593406593,1.8076923076923077,2.89010989,2.263736264,3.252747253,2.472527473,91.5
BM-045,B,M,21.57777778,90,0,1,0,1,0,0,0,0,1.921348315,3.471910112,2.784090909,2.674157303,3.407407407,1.505617978,1.965909091,5.359550562,4.461538462,2.931818182,4.538461538461538,1.606741573,2.97752809,3.314606742,2.284090909,74
BM-046,B,M,22.05617978,89,0.011235955,0.988764045,0,0.921348315,0,0.011235955,0.06741573,0,2.045977011,2.534883721,2.609195402,2.206896552,3.565217391,1.83908046,2.333333333,4.965517241,3.43902439,2.701149425,4.115384615384615,1.574712644,2.183908046,3.494252874,2.609195402,78.5
BM-200,B,M,26.48148148,26,0,1,0,1,0,0,0,0,1.222222222,1.444444444,2.148148148,1.592592593,2.925925926,1.259259259,2.925925926,4.703703704,4.22,1.846153846,.,1.259259259,1.666666667,4.037037037,1.444444444,94.5
BM-201,B,M,18.26923077,26,0,1,0,0.961538462,0,0.038461538,0,0,1.461538462,2.384615385,3.730769231,1.769230769,3.115384615,1.423076923,1.769230769,4.923076923,3.74,2.72,.,1.269230769,1.730769231,3.461538462,1.384615385,114.5
BM-202,B,M,29.66666667,27,0.037037037,0.962962963,0,0.962962963,0.037037037,0,0,0,1.730769231,2.555555556,3.296296296,1.962962963,3.296296296,1.407407407,1.666666667,5.185185185,3.795918367,3.5,.,1.481481481,2.407407407,3.296296296,1.851851852,99.5
BM-203,B,M,27.34615385,26,0,1,0.038461538,0.961538462,0,0,0,0,2.384615385,2.615384615,2.346153846,2,3.76,1.384615385,2.076923077,5,3.914893617,2.923076923,.,1.692307692,2.692307692,3.307692308,2.038461538,103
BM-204,B,M,25.13793103,29,0,1,0,0.103448276,0.068965517,0.689655172,0.103448276,0.034482759,2.068965517,2.103448276,3.551724138,1.821428571,3.172413793,2.24137931,2.689655172,4.275862069,1.814814815,2.275862069,.,2.068965517,1.965517241,3.793103448,3.034482759,135.5
BM-205,B,M,27.56,25,0,1,0,1,0,0,0,0,1.375,1.52,2.44,1.4,3.416666667,1.2,3.36,5.2,4.4,1.72,.,1.44,1.92,3.4,2.04,83
BM-206,B,M,36.81481481,27,0,1,0.037037037,0.666666667,0.074074074,0.185185185,0,0.037037037,1.222222222,1.62962963,2.192307692,1.222222222,3.074074074,1.333333333,2.296296296,5.037037037,2.638297872,1.407407407,.,1.185185185,1.37037037,3.423076923,1.666666667,114.5
BM-207,B,M,23.92857143,28,0,1,0,0.964285714,0.035714286,0,0,0,1.714285714,2.037037037,2.892857143,1.571428571,2.851851852,1.333333333,2.75,4.357142857,3.902439024,1.814814815,.,1.75,2.428571429,3.607142857,2.214285714,103
BM-208,B,M,29.6,30,0,1,0,0.666666667,0.066666667,0.266666667,0,0,2.172413793,3.233333333,2.233333333,2.366666667,4.103448276,1.633333333,2.413793103,4.866666667,2.224489796,2.1,.,1.793103448,2.566666667,3.366666667,2.433333333,132
BM-209,B,M,36.46428571,28,0,1,0,0.785714286,0.035714286,0.142857143,0.035714286,0,2.642857143,2.074074074,2.178571429,2.107142857,3.071428571,1.607142857,2.214285714,4.703703704,3.086956522,3.074074074,.,1.607142857,2,3.607142857,2.392857143,99
BM-210,B,M,29.22580645,31,0,1,0,1,0,0,0,0,2.1,3.206896552,1.580645161,2.266666667,4.35483871,1.161290323,2.1,5.35483871,4.557692308,2.483870968,.,1.451612903,3.064516129,3.516129032,2.322580645,79
BM-211,B,M,31.51851852,27,0,1,0,0.740740741,0,0.259259259,0,0,1.814814815,2.814814815,2.185185185,2.407407407,3.481481481,1.925925926,1.851851852,4.851851852,2.829787234,2.703703704,.,1.62962963,2.814814815,3.37037037,2.461538462,129
BM-212,B,M,41.26086957,23,0,1,0,0.130434783,0.217391304,0.565217391,0.086956522,0,1.434782609,1.826086957,1.260869565,1.434782609,2.956521739,1.565217391,2.434782609,4.260869565,1.909090909,2,.,1.260869565,1.565217391,3.217391304,3.130434783,128
BM-213,B,M,40.36,25,0,1,0,1,0,0,0,0,1.75,3.32,1.96,2.8,3.04,1.4,1.92,4.8,3.782608696,2.56,.,1.64,3.44,2.708333333,2.6,89.5
BM-214,B,M,27.37037037,27,0,1,0,0.962962963,0,0.037037037,0,0,1.851851852,1.666666667,2.407407407,1.962962963,2.576923077,1.384615385,3.148148148,4.807692308,3.422222222,2.296296296,.,1.64,1.555555556,3.814814815,1.769230769,108.5
BM-215,B,M,22.42307692,26,0,1,0,0.961538462,0,0.038461538,0,0,1.72,2.153846154,2.72,1.5,3.538461538,1.346153846,2.615384615,5.269230769,4.142857143,2.12,.,1.346153846,2.423076923,3.461538462,2.384615385,106
BM-216,B,M,31.7037037,27,0.074074074,0.925925926,0,0.962962963,0.037037037,0,0,0,1.851851852,1.740740741,2.592592593,1.62962963,2.576923077,1.37037037,2.333333333,4.740740741,4.113636364,3.038461538,.,1.481481481,1.777777778,3.851851852,2.592592593,85.5
BM-217,B,M,24.65517241,29,0,1,0,0.965517241,0,0.034482759,0,0,1.482758621,1.275862069,2.24137931,1.172413793,2.75,1.448275862,3.551724138,4.931034483,3.274509804,1.551724138,.,1.275862069,1.310344828,4.137931034,3.357142857,96
BM-218,B,M,41,27,0,1,0,0.740740741,0,0.259259259,0,0,1.888888889,2.5,1.925925926,1.769230769,3.444444444,1.259259259,1.576923077,4.92,2.365853659,3.148148148,.,1.481481481,2.185185185,3.444444444,2.814814815,124
BM-219,B,M,24.22222222,27,0,1,0,0.111111111,0.185185185,0.703703704,0,0,2.222222222,2.148148148,2.62962963,1.884615385,2.185185185,2.038461538,1.037037037,3.259259259,1.6,3.666666667,.,1.111111111,2.444444444,2.407407407,3,139
BM-221,B,M,36.54166667,24,0,1,0,0.083333333,0.166666667,0.583333333,0.125,0.041666667,2.086956522,2.086956522,1.583333333,1.833333333,3.25,2.708333333,1.708333333,3.833333333,1.392156863,2.375,.,2.125,2.666666667,3.083333333,4.541666667,124.5
BM-222,B,M,35.8,29,0,1,0,0.379310345,0.344827586,0.275862069,0,0,1.766666667,2.066666667,2.620689655,2.266666667,3.333333333,1.9,3.3,4.75862069,1.69047619,2.1,.,2.1,2.1,3.666666667,2.3,132.5
BM-223,B,M,33.57142857,28,0,1,0,1,0,0,0,0,1.75,4.107142857,2.142857143,3,4.740740741,1.148148148,2.142857143,5.615384615,4.177777778,2.384615385,.,1.428571429,4.178571429,3.142857143,3.481481481,77.5
BM-224,B,M,36.48275862,29,0,1,0.034482759,0.586206897,0.103448276,0.275862069,0,0,1.517241379,3.931034483,1.551724138,2.344827586,4.655172414,1.103448276,1.703703704,5.535714286,2.78,2.482758621,.,1.344827586,3.689655172,2.620689655,2.517241379,104.5
BM-225,B,M,47.32142857,28,0,1,0,0.964285714,0,0.035714286,0,0,1.571428571,2.107142857,1.714285714,1.857142857,4.428571429,1.740740741,2.777777778,5.464285714,4.038461538,2.214285714,.,1.607142857,2.555555556,3.555555556,2.214285714,95.5
BM-226,B,M,21.77777778,27,0,1,0,1,0,0,0,0,2.259259259,2.185185185,2.666666667,1.923076923,2.5,1.555555556,1.730769231,4.518518519,2.918367347,2.592592593,.,1.740740741,2.333333333,3.37037037,2.37037037,118
BM-227,B,M,24.51851852,27,0,1,0,1,0,0,0,0,1.925925926,1.925925926,2.666666667,1.777777778,3.444444444,1.333333333,2.481481481,5.111111111,3.74,2.222222222,.,1.703703704,2,3.814814815,2.111111111,116.5
BM-228,B,M,38.76923077,26,0,1,0,0.692307692,0.115384615,0.192307692,0,0,1.653846154,1.730769231,1.5,1.653846154,4,1.24,3.038461538,5.384615385,2.729166667,1.576923077,.,1.5,2.423076923,3.64,1.961538462,132
BM-229,B,M,27.68965517,29,0,1,0,1,0,0,0,0,1.785714286,2.379310345,2.310344828,2.310344828,3.413793103,1.24137931,2.75862069,5.310344828,4.238095238,2.413793103,.,1.724137931,2.310344828,3.827586207,1.517241379,84
BM-230,B,M,37.57692308,25,0,1,0,0.64,0,0.32,0,0.04,1.84,3.884615385,1.615384615,2.269230769,4.461538462,1.115384615,1.615384615,5.653846154,2.304347826,2.653846154,.,1.5,3.923076923,2.730769231,2.153846154,130.5
BM-231,B,M,32.42307692,26,0.038461538,0.961538462,0,0.884615385,0,0.115384615,0,0,1.961538462,2.269230769,1.846153846,1.769230769,3.8,1.5,2.269230769,4.923076923,3.744680851,2.461538462,.,1.615384615,2.538461538,3.730769231,2.384615385,105
BM-232,B,M,31.32,25,0,1,0,0.96,0,0.04,0,0,1.44,2,1.32,1.32,3.2,1.2,1.708333333,4.84,3.577777778,1.84,.,1,1.96,3.2,2.24,105
BM-233,B,M,37.36,25,0,1,0,1,0,0,0,0,1.416666667,2.76,1.04,1.96,5,1.04,1.88,6,4.102040816,1.96,.,1.16,3.6,2.8,3.24,105.5
BM-234,B,M,36.07407407,27,0.037037037,0.962962963,0,0.074074074,0.444444444,0.296296296,0.037037037,0.148148148,1.407407407,1.666666667,2.259259259,1.62962963,4.185185185,1.111111111,4.148148148,5.703703704,1.354166667,1.518518519,.,1.666666667,2.111111111,3.444444444,2.888888889,156.5
BM-235,B,M,28.68965517,29,0,1,0,0.689655172,0.034482759,0.24137931,0.034482759,0,1.642857143,2.24137931,2.275862069,2,3.827586207,1.586206897,2.068965517,4.931034483,3.044444444,1.931034483,.,2.448275862,2.482758621,3.285714286,1.931034483,128
BM-236,B,M,38.35714286,28,0,1,0,1,0,0,0,0,1.851851852,1.5,1.928571429,2.107142857,4.142857143,1.535714286,3.925925926,5.464285714,4.189189189,2.071428571,.,1.962962963,1.857142857,4.214285714,2.107142857,90.5
BM-237,B,M,25.96153846,26,0,1,0,0.923076923,0,0.076923077,0,0,1.807692308,1.769230769,2.153846154,1.346153846,3.48,1.538461538,2.5,5.192307692,3.408163265,1.692307692,.,1.653846154,2.04,3.230769231,2.923076923,122.5
BM-238,B,M,24.48148148,27,0,1,0,0.925925926,0,0.074074074,0,0,2.037037037,3.111111111,2.444444444,2.538461538,3.423076923,1.62962963,1.925925926,4.407407407,2.863636364,3.111111111,.,1.518518519,3.111111111,2.925925926,3.481481481,130
BM-239,B,M,20.07692308,26,0,1,0,0.730769231,0.038461538,0.230769231,0,0,2.076923077,2.346153846,3.538461538,2.153846154,3.423076923,1.884615385,2.423076923,5.038461538,2.822222222,2.346153846,.,2.16,2.269230769,3.5,2.846153846,138.5
BM-240,B,M,24.66666667,27,0,1,0,1,0,0,0,0,1.777777778,1.962962963,2.333333333,1.923076923,3.222222222,1.259259259,3.296296296,5.32,4.086956522,1.888888889,.,1.777777778,2,3.962962963,1.814814815,108.5
BM-241,B,M,33.61538462,26,0,1,0,0.961538462,0.038461538,0,0,0,2,3.28,1.576923077,2.64,5.423076923,1.346153846,2.5,6.192307692,4.340425532,2.5,.,1.884615385,3.68,3.346153846,3.076923077,95
BM-242,B,M,31.52,26,0,1,0,1,0,0,0,0,1.307692308,2.423076923,1.576923077,1.615384615,3.884615385,1.5,2.615384615,5.32,3.568627451,2.307692308,.,1.423076923,2.076923077,3.307692308,2.115384615,98
BM-243,B,M,41.125,24,0,1,0,0.875,0,0.125,0,0,2.04,2.16,1.4,1.56,3.92,1.56,2.28,5.36,3.822222222,2.32,.,1.875,2.125,3.56,2.4,110
BM-244,B,M,46.58333333,23,0,1,0,0.956521739,0,0.043478261,0,0,1.76,2.4,1.56,2.041666667,4.12,1.24,2.12,5.84,3.893617021,2.12,.,1.565217391,2.08,4.04,2.04,99
BM-245,B,M,43.73913043,23,0,1,0,0.956521739,0,0,0,0.043478261,2.347826087,3,2.043478261,2.869565217,4.391304348,1.636363636,2.260869565,5.565217391,3.784313725,2.913043478,.,1.913043478,2.739130435,3.608695652,2.086956522,103.5
BM-246,B,M,27.20833333,24,0,1,0,0.958333333,0.041666667,0,0,0,2.583333333,3.041666667,3.083333333,2.260869565,3.625,1.47826087,2.166666667,5.291666667,3.5,2.666666667,.,2.291666667,2.956521739,3.869565217,2.208333333,111.5
BM-247,B,M,21.64,25,0,1,0,1,0,0,0,0,1.56,2.88,2.875,1.76,3.5,1.4,2.5,4.68,3.903846154,1.84,.,1.52,2.64,3.32,2.04,102.5
BM-248,B,M,20.38461538,26,0,1,0,0.692307692,0.038461538,0.269230769,0,0,1.56,2.923076923,3.884615385,2.115384615,3.653846154,2.153846154,2.230769231,4.5,2.6,2.115384615,.,1.653846154,2.56,3.08,2.115384615,135
BM-249,B,M,19.07407407,27,0,1,0,1,0,0,0,0,2.185185185,2,4.37037037,1.851851852,2.923076923,2.185185185,3.111111111,4.740740741,3.688888889,2.148148148,.,2.222222222,2,4.5,2.481481481,121
BM-250,B,M,34.93103448,29,0,1,0.034482759,0.965517241,0,0,0,0,1.379310345,1.517241379,1.827586207,1.517241379,3.724137931,1.448275862,2.689655172,5.107142857,3.404255319,1.285714286,.,1.206896552,1.689655172,3.620689655,1.75862069,117
BM-251,B,M,32.96551724,29,0,1,0,1,0,0,0,0,1.724137931,1.793103448,2.413793103,1.851851852,4.103448276,1.413793103,3.034482759,5.24137931,4.489361702,1.655172414,.,2.103448276,2.178571429,3.965517241,1.827586207,95
BM-252,B,M,37.11538462,26,0,1,0,0.961538462,0,0.038461538,0,0,1.461538462,1.615384615,2.307692308,1.923076923,3.192307692,1.384615385,2.576923077,4.769230769,3.523809524,2,.,1.769230769,2.24,3.64,2,126
BM-253,B,M,31.875,24,0.125,0.875,0,0.916666667,0,0.083333333,0,0,2.291666667,2.208333333,2.291666667,1.958333333,3.043478261,3.125,2.565217391,3.708333333,3.25,2.5,.,2.043478261,2.739130435,3,5.041666667,107
LF-200,L,F,28.79166667,24,1,0,0,0,0.375,0.458333333,0.041666667,0.125,2.25,1.791666667,2.125,1.875,2.333333333,5.083333333,2.363636364,1.541666667,2.444444444,2.333333333,.,2.083333333,1.416666667,3.826086957,2.125,163
LF-201,L,F,27.2,25,1,0,0.04,0,0.44,0.04,0.04,0.44,1.52,2.28,2.375,2.12,2.16,4.72,3.12,1.84,2.25,2.28,.,1.84,2.08,3.44,2.125,161
LF-202,L,F,29.85185185,27,1,0,0,0,0.481481481,0.148148148,0.037037037,0.333333333,1.592592593,2.346153846,2.62962963,1.888888889,2.62962963,4.269230769,2.538461538,1.777777778,2.511111111,2.259259259,.,1.703703704,2.111111111,3.37037037,2.111111111,171
LF-203,L,F,23.37037037,26,1,0,0.5,0,0.230769231,0.269230769,0,0,1.37037037,1.407407407,2.444444444,1.5,2.111111111,5.423076923,2.814814815,1.518518519,2.666666667,2.076923077,.,1.346153846,1.37037037,3.851851852,2.111111111,165
LF-204,L,F,32.14814815,27,1,0,0,0,0.888888889,0.037037037,0,0.074074074,1.703703704,2.962962963,2.296296296,2.851851852,2.307692308,4.481481481,1.269230769,1.777777778,3.222222222,2.740740741,.,1.148148148,2.148148148,3.185185185,2.111111111,160
LF-205,L,F,32,28,1,0,0.25,0,0.464285714,0.285714286,0,0,1.535714286,2.407407407,1.75,1.892857143,2.740740741,3.785714286,2.464285714,2.357142857,2.886363636,2.185185185,.,1.678571429,1.964285714,3.571428571,2.142857143,159
LF-206,L,F,26.23076923,26,1,0,0.076923077,0,0.307692308,0.192307692,0.038461538,0.384615385,1.8,3.076923077,2.076923077,2.846153846,2.884615385,4.24,1.8,1.88,2.155555556,2.64,.,1.423076923,2.884615385,2.923076923,2.346153846,163
LF-207,L,F,26.10714286,28,0.964285714,0.035714286,0,0.035714286,0.392857143,0.25,0.321428571,0,1.392857143,1.964285714,2.321428571,1.785714286,2.555555556,4.321428571,2.392857143,1.785714286,2.545454545,2,.,1.37037037,2.178571429,3.535714286,2.25,139.5
LF-208,L,F,24.64285714,28,1,0,0.035714286,0,0.607142857,0.035714286,0.107142857,0.214285714,2.178571429,2.178571429,1.928571429,2.357142857,2.178571429,4.714285714,2.25,1.75,2.777777778,2.214285714,.,1.464285714,1.964285714,3.444444444,2.357142857,157
LF-209,L,F,21.73076923,26,1,0,0,0,0.923076923,0.076923077,0,0,1.730769231,1.653846154,3.884615385,1.692307692,1.615384615,5,3,2.038461538,3.488888889,1.923076923,.,1.461538462,1.538461538,3.76,2.230769231,157
LF-210,L,F,24.80769231,26,1,0,0.038461538,0,0.423076923,0.076923077,0,0.461538462,1.923076923,2.615384615,2.076923077,2.423076923,2.769230769,4.653846154,2,2.076923077,2.155555556,2.769230769,.,1.615384615,2.423076923,3.423076923,2.192307692,177.5
LF-211,L,F,22.15384615,26,0.961538462,0.038461538,0.076923077,0,0.230769231,0.192307692,0,0.5,2.2,2.923076923,3.615384615,2.64,2.461538462,4.346153846,2.08,2,2.177777778,3.36,.,1.4,2.038461538,3.307692308,2.461538462,166.5
